vorname;anzahl;geschlecht
Veselinov;1;m
Tarek;1;w
Vi;1;m
Tasmiya;1;w
Vicente;1;m
Tatjana;1;w
Victor;1;m
Telimena;1;w
Vigo;1;m
Temiloluwa;1;w
Vilmos;1;m
Tendai;1;w
Vin;1;m
Thaleia;1;w
Vince;1;m
Theda;1;w
Vinh;1;m
Theodora;1;w
Vitaly;1;m
Theres;1;w
Vito;1;m
Therese;1;w
Vittorio;1;m
Theresia;1;w
Vitus;1;m
Tia;1;w
Vladimir;1;m
Timurovna;1;w
Volker;1;m
Toni;1;w
Wael;1;m
Tonya;1;w
Wasim;1;m
Tsion;1;w
Welat;1;m
Tsomo;1;w
Wendel;1;m
Tuana;1;w
Wessam;1;m
Tuana-Su;1;w
Wiese;1;m
Tuba;1;w
Wilko;1;m
Tyana;1;w
Willem;1;m
Tâm;1;w
Wilm;1;m
Uchenna;1;w
Wilson;1;m
Uejda;1;w
Wolfram;1;m
Uhunoma;1;w
Xaver;1;m
Ulrike;1;w
Xin;1;m
Umayra;1;w
Xinlong;1;m
Ute;1;w
Xristo;1;m
Valasia;1;w
Yad;1;m
Valentin;1;w
Yaerob;1;m
Valerja;1;w
Yafeth;1;m
Valessija;1;w
Yago;1;m
Valérie;1;w
Yair;1;m
Venus;1;w
Yakub;1;m
Verena;1;w
Yakup;1;m
Veronika;1;w
Yaman;1;m
Vida;1;w
Yannes;1;m
Vidya;1;w
Yannic;1;m
Viktorova;1;w
Yannik;1;m
Violaine;1;w
Yekta;1;m
Vishalini;1;w
Yi;1;m
Viviene;1;w
Yigit;1;m
Vivienne;1;w
Yoan;1;m
Vroni;1;w
Yong-Su;1;m
Wagar;1;w
Yoonis;1;m
Waleed;1;w
Yordanov;1;m
Wencke;1;w
Youan;1;m
Wendkuuni;1;w
Younis;1;m
Wilhelmina;1;w
Yousen;1;m
Winona;1;w
Yousuf;1;m
Wlada;1;w
Yoyo;1;m
Xhevahire;1;w
Yuhan;1;m
Xuning;1;w
Yunes;1;m
Yana;1;w
Yungi;1;m
Yang;1;w
Yuri;1;m
Yangle;1;w
Yusef;1;m
Yaren;1;w
Yusein;1;m
Yaria;1;w
Yusufcan;1;m
Yasemin;1;w
Yuvraj;1;m
Yağmur;1;w
Zaidan;1;m
Yessi;1;w
Zakariya;1;m
Yeyya;1;w
Zamel;1;m
Yi;1;w
Zeid;1;m
Yijun;1;w
Zhenar;1;m
Yiyi;1;w
Zhiyuan;1;m
Ylvie;1;w
Zhora;1;m
Yorsalem;1;w
Zhuoli;1;m
Youna;1;w
Zi;1;m
Yousra;1;w
Zinedine;1;m
Ysabelle;1;w
Zyad;1;m
Yuen;1;w
Ægir;1;m
Yuki;1;w
Émile;1;m
Yumiko;1;w
Şerwan;1;m
Yunu;1;w
Ștefan;1;m
Yusra;1;w
Yvonne;1;w
Yüsra;1;w
Zahira;1;w
Zainab;1;w
Zaineb;1;w
Zakaria;1;w
Zamira;1;w
Zelan;1;w
Zenan;1;w
Zina;1;w
Zirin;1;w
Zohra;1;w
Zola;1;w
Zora;1;w
Zoë;1;w
Élise;1;w
Ümmihan;1;w
Şilan;1;w
Şura;1;w
