anzahl;vorname;geschlecht
1;Veselinov;m
1;Tarek;w
1;Vi;m
1;Tasmiya;w
1;Vicente;m
1;Tatjana;w
1;Victor;m
1;Telimena;w
1;Vigo;m
1;Temiloluwa;w
1;Vilmos;m
1;Tendai;w
1;Vin;m
1;Thaleia;w
1;Vince;m
1;Theda;w
1;Vinh;m
1;Theodora;w
1;Vitaly;m
1;Theres;w
1;Vito;m
1;Therese;w
1;Vittorio;m
1;Theresia;w
1;Vitus;m
1;Tia;w
1;Vladimir;m
1;Timurovna;w
1;Volker;m
1;Toni;w
1;Wael;m
1;Tonya;w
1;Wasim;m
1;Tsion;w
1;Welat;m
1;Tsomo;w
1;Wendel;m
1;Tuana;w
1;Wessam;m
1;Tuana-Su;w
1;Wiese;m
1;Tuba;w
1;Wilko;m
1;Tyana;w
1;Willem;m
1;Tâm;w
1;Wilm;m
1;Uchenna;w
1;Wilson;m
1;Uejda;w
1;Wolfram;m
1;Uhunoma;w
1;Xaver;m
1;Ulrike;w
1;Xin;m
1;Umayra;w
1;Xinlong;m
1;Ute;w
1;Xristo;m
1;Valasia;w
1;Yad;m
1;Valentin;w
1;Yaerob;m
1;Valerja;w
1;Yafeth;m
1;Valessija;w
1;Yago;m
1;Valérie;w
1;Yair;m
1;Venus;w
1;Yakub;m
1;Verena;w
1;Yakup;m
1;Veronika;w
1;Yaman;m
1;Vida;w
1;Yannes;m
1;Vidya;w
1;Yannic;m
1;Viktorova;w
1;Yannik;m
1;Violaine;w
1;Yekta;m
1;Vishalini;w
1;Yi;m
1;Viviene;w
1;Yigit;m
1;Vivienne;w
1;Yoan;m
1;Vroni;w
1;Yong-Su;m
1;Wagar;w
1;Yoonis;m
1;Waleed;w
1;Yordanov;m
1;Wencke;w
1;Youan;m
1;Wendkuuni;w
1;Younis;m
1;Wilhelmina;w
1;Yousen;m
1;Winona;w
1;Yousuf;m
1;Wlada;w
1;Yoyo;m
1;Xhevahire;w
1;Yuhan;m
1;Xuning;w
1;Yunes;m
1;Yana;w
1;Yungi;m
1;Yang;w
1;Yuri;m
1;Yangle;w
1;Yusef;m
1;Yaren;w
1;Yusein;m
1;Yaria;w
1;Yusufcan;m
1;Yasemin;w
1;Yuvraj;m
1;Yağmur;w
1;Zaidan;m
1;Yessi;w
1;Zakariya;m
1;Yeyya;w
1;Zamel;m
1;Yi;w
1;Zeid;m
1;Yijun;w
1;Zhenar;m
1;Yiyi;w
1;Zhiyuan;m
1;Ylvie;w
1;Zhora;m
1;Yorsalem;w
1;Zhuoli;m
1;Youna;w
1;Zi;m
1;Yousra;w
1;Zinedine;m
1;Ysabelle;w
1;Zyad;m
1;Yuen;w
1;Ægir;m
1;Yuki;w
1;Émile;m
1;Yumiko;w
1;Şerwan;m
1;Yunu;w
1;Ștefan;m
1;Yusra;w
1;Yvonne;w
1;Yüsra;w
1;Zahira;w
1;Zainab;w
1;Zaineb;w
1;Zakaria;w
1;Zamira;w
1;Zelan;w
1;Zenan;w
1;Zina;w
1;Zirin;w
1;Zohra;w
1;Zola;w
1;Zora;w
1;Zoë;w
1;Élise;w
1;Ümmihan;w
1;Şilan;w
1;Şura;w
